AppID,Name,Number of languages,Languages
16730,Legendary,1.0,['English']
735280,EMERGENCY 20,5.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain']"
49810,CreaVures,6.0,"['English', 'Dutch', 'French', 'German', 'Italian', 'Spanish-Spain']"
492270,The Cat! Porfirio's Adventure,2.0,"['English', 'Russian']"
556160,PHAT STACKS,1.0,['English']
289200,Ascension to the Throne,3.0,"['English', 'Russian', 'German']"
1055850,Inspector Waffles,2.0,"['English', 'French']"
6870,Battlestations: Midway,5.0,"['English', 'French', 'German', 'Italian', 'Spanish-Spain']"
1031700,Survivor,2.0,"['English', 'Finnish']"
1037410,Captain Starshot,1.0,['English']
492230,Space Hulk: Tactics,10.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Czech', 'Polish', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese']"
1642220,FIND ALL,6.0,"['English', 'Japanese', 'Russian', 'SimplifiedChinese', 'French', 'Portuguese-Brazil']"
403830,The Consuming Shadow,1.0,['English']
397190,Sengoku Jidai: Shadow of the Shogun,4.0,"['English', 'German', 'Spanish-Spain', 'French']"
1121910,"I Love You, Colonel Sanders! A Finger Lickinâ€™ Good Dating Simulator",1.0,['English']
415240,Feesh,1.0,['English']
1536210,IRA,2.0,"['Korean', 'English']"
286930,Crouching Pony Hidden Dragon,1.0,['English']
403670,Lumber Island - That Special Place,1.0,['English']
1126890,Urban Cards,7.0,"['English', 'Spanish-Spain', 'SimplifiedChinese', 'Japanese', 'Portuguese-Brazil', 'French', 'Russian']"
886900,Chef: A Restaurant Tycoon Game,13.0,"['English', 'Italian', 'Russian', 'French', 'Portuguese', 'Polish', 'Japanese', 'SimplifiedChinese', 'Korean', 'Turkish', 'German', 'Portuguese-Brazil', 'Hungarian']"
859680,Deep Space Waifu: FANTASY,2.0,"['English', 'Japanese']"
976700,Size Matters,16.0,"['English', 'German', 'Spanish-Spain', 'Czech', 'Polish', 'Portuguese', 'Russian', 'SimplifiedChinese', 'Italian', 'Portuguese-Brazil', 'Spanish-LatinAmerica', 'Turkish', 'Greek', 'Japanese', 'Korean', 'French']"
1089980,The Henry Stickmin Collection,1.0,['English']
754620,High School Simulator,1.0,['English']
970840,OVERPASSâ„¢,12.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese', 'TraditionalChinese']"
1158890,White Shadows,10.0,"['English', 'French', 'German', 'Arabic', 'Japanese', 'Korean', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese', 'Spanish-LatinAmerica']"
411000,Sorcery! Parts 1 and 2,1.0,['English']
1534550,Sovietpunk: Chapter one,3.0,"['English', 'Russian', 'SimplifiedChinese']"
321360,Primal Carnage: Extinction,4.0,"['English', 'French', 'German', 'Spanish-Spain']"
671700,Dead Horizon,1.0,['English']
423490,Air Missions: HIND,7.0,"['English', 'Japanese', 'Portuguese', 'German', 'Russian', 'French', 'SimplifiedChinese']"
203560,Containment: The Zombie Puzzler,1.0,['English']
923590,Forebearers,4.0,"['English', 'French', 'German', 'Spanish-Spain']"
220440,DmC: Devil May Cry,9.0,"['English', 'German', 'French', 'Italian', 'Spanish-Spain', 'Dutch', 'Polish', 'Portuguese-Brazil', 'Russian']"
1209860,BDSM: Big Drunk Satanic Massacre Demo,2.0,"['English', 'Russian']"
1145020,Break Arcade Games Out,1.0,['English']
375910,Anno 2205â„¢,6.0,"['English', 'French', 'German', 'Spanish-Spain', 'Polish', 'Russian']"
884090,Idle Dungeons,1.0,['English']
1111380,ROBOTICS;NOTES ELITE,2.0,"['English', 'Japanese']"
659190,"Sorry, James",8.0,"['English', 'SimplifiedChinese', 'Russian', 'Ukrainian', 'Spanish-Spain', 'Portuguese', 'Portuguese-Brazil', 'Turkish']"
757300,Truberbrook / TrÃ¼berbrook,12.0,"['English', 'German', 'French', 'Spanish-Spain', 'Russian', 'Ukrainian', 'Japanese', 'Korean', 'Polish', 'TraditionalChinese', 'Czech', 'SimplifiedChinese']"
512080,Fancy Skiing VR,1.0,['English']
751220,ETHEREAL,2.0,"['English', 'Spanish-Spain']"
3360,Big Money! Deluxe,1.0,['English']
616700,Rage of Car Force: Car Crashing Games,13.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Portuguese-Brazil', 'Danish', 'SimplifiedChinese', 'Korean', 'Dutch', 'Portuguese', 'Russian', 'Japanese']"
320340,Cosmonautica,5.0,"['English', 'French', 'German', 'Spanish-Spain', 'Russian']"
1352740,DF-41 Simulator,1.0,['English']
1096590,Atma,1.0,['English']
335100,Dwarf Tower,12.0,"['English', 'French', 'Italian', 'German', 'Dutch', 'Polish', 'Portuguese', 'Russian', 'Turkish', 'Portuguese-Brazil', 'Spanish-Spain', 'Hungarian']"
280640,Dark Shadows - Army of Evil,2.0,"['English', 'German']"
418030,Subsistence,23.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Czech', 'Hungarian', 'Norwegian', 'Portuguese', 'Portuguese-Brazil', 'Dutch', 'Russian', 'Turkish', 'Polish', 'Swedish', 'Danish', 'Romanian', 'SimplifiedChinese', 'Japanese', 'Korean', 'Thai', 'Vietnamese', 'Ukrainian']"
544140,Murder Mystery Adventure,7.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Portuguese', 'Portuguese-Brazil']"
680380,Night Call,3.0,"['English', 'French', 'German']"
339840,The Moment of Silence,8.0,"['English', 'German', 'French', 'Italian', 'Spanish-Spain', 'Czech', 'Polish', 'Russian']"
1225330,NBA 2K21,9.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Korean', 'SimplifiedChinese', 'TraditionalChinese']"
233610,Distance,1.0,['English']
497180,Street Legal Racing: Redline v2.3.1,1.0,['English']
366760,Adorables,7.0,"['English', 'German', 'Spanish-Spain', 'Hungarian', 'Portuguese', 'SimplifiedChinese', 'Russian']"
1347970,Patch Quest,1.0,['English']
1884430,Succubus Girl Story,13.0,"['English', 'French', 'German', 'Spanish-Spain', 'Spanish-LatinAmerica', 'TraditionalChinese', 'SimplifiedChinese', 'Korean', 'Polish', 'Portuguese', 'Russian', 'Turkish', 'Japanese']"
324160,CLANNAD,2.0,"['English', 'SimplifiedChinese']"
560640,The Cabin: VR Escape the Room,1.0,['English']
921060,Modern Combat 5,14.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Arabic', 'Japanese', 'Korean', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese', 'Thai', 'TraditionalChinese', 'Turkish']"
368950,Jigoku Kisetsukan: Sense of the Seasons,5.0,"['English', 'Italian', 'Japanese', 'French', 'Russian']"
1056610,Heal,29.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Arabic', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Portuguese-Brazil', 'Romanian', 'Russian', 'SimplifiedChinese', 'Spanish-LatinAmerica', 'Swedish', 'Thai', 'TraditionalChinese', 'Turkish', 'Ukrainian', 'Vietnamese']"
486690,Pastelia Stories,1.0,['SimplifiedChinese']
1286350,BPM: BULLETS PER MINUTE,8.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Portuguese', 'Russian', 'SimplifiedChinese']"
1550840,RATUZ,10.0,"['English', 'Portuguese-Brazil', 'Korean', 'Japanese', 'Russian', 'French', 'Spanish-Spain', 'SimplifiedChinese', 'Thai', 'Ukrainian']"
1413970,Fox Girls Never Play Dirty,3.0,"['English', 'Japanese', 'SimplifiedChinese']"
292240,Spy Fox 2 Some Assembly Required,4.0,"['English', 'French', 'Dutch', 'German']"
837460,Batbarian: Testament of the Primordials,8.0,"['English', 'Japanese', 'Korean', 'Russian', 'Spanish-LatinAmerica', 'TraditionalChinese', 'SimplifiedChinese', 'French']"
320820,Toren,5.0,"['English', 'French', 'German', 'Spanish-Spain', 'Portuguese-Brazil']"
557680,Germ Wars,2.0,"['English', 'German']"
1108590,Eldest Souls,11.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'SimplifiedChinese', 'Japanese', 'Korean', 'Polish', 'Portuguese-Brazil', 'Russian']"
468820,Titans of Space PLUS,8.0,"['English', 'French', 'German', 'Spanish-Spain', 'Portuguese-Brazil', 'Russian', 'Japanese', 'SimplifiedChinese']"
605740,"Flashing Lights - Police, Firefighting, Emergency Services Simulator",20.0,"['English', 'Japanese', 'SimplifiedChinese', 'German', 'Russian', 'Spanish-Spain', 'French', 'Danish', 'Dutch', 'Polish', 'Portuguese-Brazil', 'Swedish', 'TraditionalChinese', 'Italian', 'Czech', 'Finnish', 'Turkish', 'Greek', 'Hungarian', 'Norwegian']"
288160,The Room,6.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Portuguese-Brazil']"
373750,DinoSystem,1.0,['English']
1602010,Persona 4 Arena Ultimax,9.0,"['English', 'Japanese', 'Korean', 'SimplifiedChinese', 'TraditionalChinese', 'French', 'Italian', 'German', 'Spanish-Spain']"
1087500,Groundhog Day: Like Father Like Son,7.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Korean']"
1283220,Devolverland Expo,1.0,['English']
429530,Falcon 4.0,1.0,['English']
393390,Cat Simulator,1.0,['English']
986990,aMAZE Christmas,1.0,['English']
200960,Geneforge 1,1.0,['English']
1347420,One Way: The Elevator,10.0,"['English', 'SimplifiedChinese', 'French', 'German', 'Spanish-Spain', 'Russian', 'Japanese', 'TraditionalChinese', 'Portuguese', 'Korean']"
252470,Space Pirates And Zombies 2,6.0,"['English', 'French', 'German', 'Russian', 'SimplifiedChinese', 'TraditionalChinese']"
1219950,Evil Democracy: 1932,10.0,"['English', 'Russian', 'German', 'Spanish-Spain', 'Portuguese-Brazil', 'SimplifiedChinese', 'Polish', 'Turkish', 'Japanese', 'French']"
405010,Bitardia,2.0,"['English', 'Russian']"
436560,Kings and Heroes,1.0,['English']
1736400,TramSim Munich - The Tram Simulator,6.0,"['English', 'French', 'German', 'Spanish-Spain', 'Polish', 'Portuguese']"
1072170,Order Up VR,1.0,['English']
485330,Star Drifter,1.0,['English']
63660,Myst: Masterpiece Edition,5.0,"['English', 'French', 'German', 'Spanish-Spain', 'Polish']"
515570,UBERMOSH Vol.3,1.0,['English']
552500,Warhammer: Vermintide 2,9.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Polish', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese']"
941120,Optimum Link,1.0,['English']
1815440,Chinese Driving Test Simulator,1.0,['SimplifiedChinese']
562410,Panty Party,15.0,"['English', 'Spanish-Spain', 'Russian', 'Japanese', 'SimplifiedChinese', 'TraditionalChinese', 'Portuguese-Brazil', 'German', 'French', 'Korean', 'Ukrainian', 'Dutch', 'Turkish', 'Norwegian', 'Finnish']"
91800,Cloning Clyde,5.0,"['English', 'French', 'German', 'Italian', 'Spanish-Spain']"
465930,OddPlanet,5.0,"['English', 'French', 'German', 'Polish', 'Russian']"
771810,The spy who shot meâ„¢,1.0,['English']
617640,Forged of Blood,1.0,['English']
322110,20XX,9.0,"['English', 'Spanish-Spain', 'French', 'German', 'Japanese', 'Korean', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese']"
446540,Smash Up,3.0,"['English', 'French', 'German']"
666940,Welcome Back To 2007,2.0,"['English', 'Russian']"
458580,Windlands 2,1.0,['English']
8880,Freedom Force,1.0,['English']
1311660,Friendly Fire,1.0,['English']
425770,Answer The Question,1.0,['English']
716260,Guns'n'Stories: Preface VR,8.0,"['English', 'Russian', 'French', 'Italian', 'German', 'Spanish-Spain', 'TraditionalChinese', 'Japanese']"
1840490,Christmas Massacre,1.0,['English']
594650,Hunt: Showdown,11.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Russian', 'SimplifiedChinese', 'Polish', 'Turkish', 'Japanese', 'Portuguese-Brazil']"
1192940,Monkey GO Happy,1.0,['English']
1725640,Sudocats,3.0,"['English', 'Portuguese-Brazil', 'Korean']"
305740,Pitiri 1977,1.0,['English']
640860,Stone Rage,1.0,['English']
1106940,How to Raise a Wolf Girl,3.0,"['English', 'Japanese', 'TraditionalChinese']"
336380,Catmouth Island,1.0,['English']
1400290,[Chilla's Art] Hanako | èŠ±å­ã•ã‚“,2.0,"['English', 'Japanese']"
303940,CAPSULE,1.0,['English']
416450,Emporea: Realms of War and Magic,19.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Arabic', 'Danish', 'Finnish', 'Dutch', 'Hungarian', 'Norwegian', 'Polish', 'Portuguese', 'Romanian', 'Russian', 'Turkish', 'Czech', 'Greek', 'Swedish']"
223450,Dyad,5.0,"['English', 'German', 'French', 'Italian', 'Spanish-Spain']"
1385780,My Village Life,1.0,['English']
1122040,Kaede the Eliminator / Eliminator å°æž«,4.0,"['English', 'SimplifiedChinese', 'TraditionalChinese', 'Japanese']"
1056570,TAISHO x ALICE episode 1,2.0,"['Japanese', 'English']"
276870,Dwelvers,1.0,['English']
1553230,Trailer Shop Simulator,5.0,"['English', 'Russian', 'Turkish', 'French', 'German']"
501970,Phantasmagoria 2: A Puzzle of Flesh,1.0,['English']
450110,Amigdala,1.0,['English']
1490840,Bloodshore,12.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Arabic', 'Japanese', 'Korean', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese', 'Turkish']"
253190,Kingdom Wars 2: Battles,6.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Russian']"
358290,Hocus Pocus,1.0,['English']
1265930,Life is Strange: Before the Storm Remastered,9.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese', 'Spanish-LatinAmerica']"
990360,SKYHILL: Black Mist,6.0,"['English', 'French', 'German', 'Polish', 'Russian', 'SimplifiedChinese']"
361630,404Sight,1.0,['English']
335830,Distant Star: Revenant Fleet,1.0,['English']
553480,The Pirate's Fate,1.0,['English']
1198050,War Remains: Dan Carlin Presents an Immersive Memory,1.0,['English']
369290,Airport Madness: World Edition,1.0,['English']
764500,Deep Dark Fight,1.0,['English']
751820,Black Future '88,5.0,"['English', 'French', 'German', 'Russian', 'SimplifiedChinese']"
411590,The Rivers of Alice - Extended Version,6.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Portuguese']"
1091640,Paths Taken,1.0,['English']
611320,Think To Die 3,6.0,"['English', 'French', 'German', 'Spanish-Spain', 'SimplifiedChinese', 'Japanese']"
1027130,NEKO-NIN exHeart 2 Love +PLUS,2.0,"['English', 'TraditionalChinese']"
1259230,Core Defense: Prelude,10.0,"['English', 'French', 'German', 'Polish', 'Russian', 'Portuguese-Brazil', 'Spanish-Spain', 'Italian', 'SimplifiedChinese', 'Turkish']"
631770,Pixplode,8.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Polish', 'Russian', 'SimplifiedChinese']"
1434610,Darkzone: Idle RPG,1.0,['English']
1773890,100 hidden dogs,1.0,['English']
1328920,Mira and the Mysteries of Alchemy,3.0,"['English', 'Japanese', 'SimplifiedChinese']"
749850,DragonFangZ - The Rose & Dungeon of Time,4.0,"['English', 'SimplifiedChinese', 'TraditionalChinese', 'Japanese']"
680390,Hidden Dragon: Legend,3.0,"['English', 'Japanese', 'SimplifiedChinese']"
305640,Shattered Planet,6.0,"['English', 'French', 'Italian', 'Portuguese-Brazil', 'Russian', 'German']"
1484730,Papa's Quiz,1.0,['English']
668550,8Doors: Arum's Afterlife Adventure,9.0,"['Korean', 'English', 'SimplifiedChinese', 'German', 'Spanish-Spain', 'Russian', 'Japanese', 'Portuguese-Brazil', 'French']"
570050,Raiden V: Director's Cut | é›·é›» V Director's Cut | é›·é›»V:å°Žæ¼”å‰ªè¼¯ç‰ˆ,3.0,"['English', 'TraditionalChinese', 'SimplifiedChinese']"
1144440,UnderParty,6.0,"['Korean', 'English', 'Japanese', 'SimplifiedChinese', 'TraditionalChinese', 'Russian']"
476600,Call of DutyÂ®: WWII,12.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese', 'TraditionalChinese']"
203160,Tomb Raider,13.0,"['English', 'German', 'French', 'Italian', 'Korean', 'Spanish-Spain', 'TraditionalChinese', 'Russian', 'Polish', 'Dutch', 'Czech', 'Portuguese-Brazil', 'Arabic']"
1469620,Epic Battle Fantasy Collection,1.0,['English']
532750,Dwarrows,1.0,['English']
65930,The Bureau: XCOM Declassified,8.0,"['English', 'German', 'French', 'Italian', 'Spanish-Spain', 'Japanese', 'Korean', 'Russian']"
293340,The Good Life,2.0,"['English', 'German']"
945140,Indie Dev Simulator,6.0,"['English', 'Russian', 'Portuguese-Brazil', 'German', 'Spanish-Spain', 'Spanish-LatinAmerica']"
562220,Zup! 2,27.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Arabic', 'Bulgarian', 'Portuguese-Brazil', 'Hungarian', 'Greek', 'Danish', 'TraditionalChinese', 'SimplifiedChinese', 'Korean', 'Dutch', 'Norwegian', 'Polish', 'Portuguese', 'Romanian', 'Russian', 'Thai', 'Turkish', 'Ukrainian', 'Finnish', 'Czech', 'Swedish', 'Japanese']"
1722020,Old Coin Pusher Friends,2.0,"['English', 'Japanese']"
915490,Frontline Zed,8.0,"['English', 'German', 'Russian', 'SimplifiedChinese', 'French', 'Polish', 'Portuguese-Brazil', 'Spanish-Spain']"
370710,Last Heroes,1.0,['English']
1452500,The Good Life,4.0,"['English', 'Japanese', 'SimplifiedChinese', 'TraditionalChinese']"
1288610,Wildcat Gun Machine,21.0,"['English', 'Russian', 'SimplifiedChinese', 'French', 'Italian', 'German', 'Spanish-Spain', 'Arabic', 'Czech', 'Danish', 'Dutch', 'Hungarian', 'Japanese', 'Korean', 'Polish', 'Portuguese-Brazil', 'Romanian', 'Spanish-LatinAmerica', 'Thai', 'TraditionalChinese', 'Turkish']"
889700,Muv-Luv photonflowers*,2.0,"['English', 'Japanese']"
350740,The Bug Butcher,9.0,"['English', 'German', 'Japanese', 'French', 'Spanish-Spain', 'Polish', 'Russian', 'Dutch', 'SimplifiedChinese']"
451520,theBlu,1.0,['English']
1430240,The Space in Between,1.0,['English']
997070,Marvel's Avengers,15.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Arabic', 'Czech', 'Japanese', 'Korean', 'Polish', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese', 'Spanish-LatinAmerica', 'TraditionalChinese']"
936780,Warplanes: WW2 Dogfight,11.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Hungarian', 'Polish', 'Portuguese', 'Russian', 'SimplifiedChinese', 'Ukrainian']"
1525700,Tavern Master,12.0,"['English', 'Russian', 'French', 'Italian', 'German', 'Portuguese-Brazil', 'Turkish', 'Spanish-LatinAmerica', 'Japanese', 'Korean', 'SimplifiedChinese', 'TraditionalChinese']"
564710,Soda Dungeon,5.0,"['English', 'French', 'German', 'Portuguese-Brazil', 'Russian']"
1008800,Shards of Infinity,1.0,['English']
1272320,Diplomacy is Not an Option,7.0,"['English', 'Russian', 'French', 'Italian', 'German', 'Spanish-Spain', 'SimplifiedChinese']"
324110,Moto Racer Collection,5.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain']"
1487430,Muse:Night Out,3.0,"['English', 'SimplifiedChinese', 'TraditionalChinese']"
208600,Lunar Flight,1.0,['English']
446810,Blossom Tales: The Sleeping King,4.0,"['English', 'French', 'German', 'Spanish-Spain']"
907050,Deep Space Classic,1.0,['English']
1255560,Myst,11.0,"['English', 'French', 'Italian', 'German', 'Japanese', 'Korean', 'Portuguese-Brazil', 'Spanish-LatinAmerica', 'SimplifiedChinese', 'Polish', 'Russian']"
1598160,Bloodwash,1.0,['English']
1271400,Adios,1.0,['English']
424590,Farm Expert 2017,8.0,"['Polish', 'English', 'Czech', 'Hungarian', 'French', 'German', 'Spanish-Spain', 'Italian']"
1014370,Bouncing DVD : The Game,1.0,['English']
1263550,Combat Arms: the Classic,7.0,"['English', 'Italian', 'German', 'Arabic', 'SimplifiedChinese', 'Turkish', 'Portuguese']"
1215270,Down the Rabbit Hole,10.0,"['English', 'French', 'German', 'Spanish-Spain', 'Italian', 'Japanese', 'Korean', 'Portuguese-Brazil', 'SimplifiedChinese', 'Spanish-LatinAmerica']"
1009560,The Tenants,18.0,"['English', 'Polish', 'French', 'Italian', 'German', 'Spanish-Spain', 'Japanese', 'SimplifiedChinese', 'Russian', 'Turkish', 'Hungarian', 'Korean', 'Romanian', 'TraditionalChinese', 'Danish', 'Dutch', 'Portuguese-Brazil', 'Czech']"
1458390,Rule No. 1,1.0,['English']
727730,Shiver,3.0,"['English', 'French', 'SimplifiedChinese']"
1038740,Fluffy Store,4.0,"['English', 'SimplifiedChinese', 'TraditionalChinese', 'Japanese']"
746560,Gadgeteer,10.0,"['English', 'German', 'Spanish-Spain', 'Japanese', 'Korean', 'Russian', 'SimplifiedChinese', 'TraditionalChinese', 'French', 'Danish']"
365820,Company of Heroes 2 - The British Forces,8.0,"['Czech', 'English', 'French', 'German', 'Italian', 'Polish', 'Russian', 'Spanish-Spain']"
1970980,Warlord: Britannia,1.0,['English']
407330,Sakura Dungeon,1.0,['English']
528060,æ±å‘¨åˆ—èŒå¿— Philosophic Love,2.0,"['TraditionalChinese', 'SimplifiedChinese']"
896460,Lucah: Born of a Dream,3.0,"['English', 'Spanish-LatinAmerica', 'French']"
474960,Quantum Break,10.0,"['English', 'French', 'German', 'Spanish-Spain', 'Japanese', 'Korean', 'Portuguese-Brazil', 'Russian', 'TraditionalChinese', 'Italian']"
487530,Simple Ball: Extended Edition,2.0,"['English', 'Russian']"
443650,Wailing Heights,1.0,['English']
201420,Toki Tori 2+,10.0,"['English', 'German', 'French', 'Italian', 'Spanish-Spain', 'Dutch', 'Portuguese', 'Portuguese-Brazil', 'Russian', 'Bulgarian']"
249130,LEGOÂ® Marvelâ„¢ Super Heroes,10.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Dutch', 'Portuguese-Brazil', 'Danish', 'Polish', 'Russian']"
488210,JDM Tuner Racing,1.0,['English']
365050,Escape,1.0,['English']
461870,Police Simulator: Patrol Duty,5.0,"['English', 'German', 'French', 'Spanish-Spain', 'Polish']"
548230,SPINGUN,1.0,['English']
1145290,Out There: Oceans of Time,7.0,"['English', 'French', 'German', 'Russian', 'SimplifiedChinese', 'Spanish-Spain', 'Portuguese-Brazil']"
1174400,Togainu no Chi ~Lost Blood~,1.0,['English']
447170,"Destiny's Princess: A War Story, A Love Story",3.0,"['English', 'SimplifiedChinese', 'Japanese']"
412470,Metal War Online: Retribution,2.0,"['English', 'Russian']"
313500,Blitzkrieg 2 Anthology,3.0,"['English', 'German', 'Russian']"
1122960,Horizon Beyond,1.0,['English']
402130,FlatOut 4: Total Insanity,8.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Polish', 'Portuguese-Brazil', 'Russian']"
1205140,Kika & Daigo: A Curious Tale,11.0,"['English', 'French', 'German', 'Spanish-Spain', 'Danish', 'Japanese', 'Korean', 'Dutch', 'Portuguese', 'Russian', 'Turkish']"
329280,Avalon Lords: Dawn Rises,1.0,['English']
598330,SimAirport,8.0,"['English', 'French', 'German', 'Dutch', 'SimplifiedChinese', 'Russian', 'Czech', 'Spanish-Spain']"
312230,Spirits of Xanadu,1.0,['English']
1618290,TRAIN CREW,4.0,"['Japanese', 'English', 'SimplifiedChinese', 'TraditionalChinese']"
1444670,Greed Knights,1.0,['English']
981260,Love In Drawing,1.0,['English']
1673630,Eternal Evil,2.0,"['English', 'Russian']"
1087110,Football School,1.0,['English']
1202970,Mad Tracks,10.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Dutch', 'Japanese', 'Korean', 'Portuguese', 'SimplifiedChinese']"
1262600,Need for Speedâ„¢ Rivals,11.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Portuguese-Brazil', 'Dutch', 'Polish', 'Russian', 'Japanese', 'TraditionalChinese']"
539720,Razortron 2000,9.0,"['English', 'Portuguese-Brazil', 'German', 'Russian', 'SimplifiedChinese', 'French', 'Spanish-Spain', 'Korean', 'Spanish-LatinAmerica']"
315810,eden*,1.0,['English']
346180,David.,1.0,['English']
768800,Race,1.0,['English']
34010,Alpha Protocolâ„¢,4.0,"['English', 'French', 'German', 'Italian']"
473670,The Dolls: Reborn,1.0,['English']
697610,Idle Bouncer,1.0,['English']
982060,Undholm,1.0,['English']
561970,REALITY,1.0,['English']
211820,Starbound,1.0,['English']
306700,Iron Fisticle,1.0,['English']
557340,My Friend Pedro,10.0,"['English', 'French', 'German', 'Spanish-Spain', 'Japanese', 'Korean', 'Portuguese-Brazil', 'Russian', 'SimplifiedChinese', 'TraditionalChinese']"
285820,Action Henk,9.0,"['English', 'French', 'German', 'Dutch', 'Finnish', 'Swedish', 'Danish', 'Spanish-Spain', 'Portuguese']"
582890,Estranged: The Departure,16.0,"['English', 'German', 'Bulgarian', 'Dutch', 'Russian', 'Turkish', 'Czech', 'Japanese', 'Polish', 'SimplifiedChinese', 'Spanish-Spain', 'French', 'Finnish', 'Italian', 'Portuguese', 'Portuguese-Brazil']"
345610,The Fruit of Grisaia,1.0,['English']
1203420,Miss Neko 2,9.0,"['English', 'Japanese', 'SimplifiedChinese', 'TraditionalChinese', 'Russian', 'Korean', 'Portuguese-Brazil', 'German', 'Hungarian']"
517330,Stellar Interface,8.0,"['English', 'Portuguese-Brazil', 'Spanish-Spain', 'French', 'German', 'Portuguese', 'Russian', 'Spanish-LatinAmerica']"
107300,Breath of Death VII,1.0,['English']
1624830,Path of Sacrifice,2.0,"['English', 'SimplifiedChinese']"
1490060,Disillusion,1.0,['English']
366280,TWINKLE STAR SPRITES,5.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain']"
1830870,ÐŸÐžÐ¡Ð›Ð•Ð”ÐÐ˜Ð™ Ð”Ð•ÐÐ¬ Ð’ Ð£Ð Ð®ÐŸÐ˜ÐÐ¡ÐšÐ•,1.0,['Russian']
270830,Global ATC Simulator,1.0,['English']
1148480,SPACERIFT: Arcanum System,2.0,"['Russian', 'Ukrainian']"
1286480,Fantasy General II: Prologue,6.0,"['English', 'French', 'German', 'Spanish-Spain', 'Russian', 'SimplifiedChinese']"
1443490,Siren Head: Awakening,1.0,['English']
965600,Raiders of the North Sea,5.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain']"
1688580,A YEAR OF SPRINGS,9.0,"['English', 'German', 'Japanese', 'Korean', 'French', 'Spanish-Spain', 'Portuguese-Brazil', 'SimplifiedChinese', 'Thai']"
1482910,Idle Monster TD,1.0,['English']
268050,The Evil Within,7.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Polish', 'Russian']"
573090,Stormworks: Build and Rescue,1.0,['English']
1222400,The Soul Stone War,1.0,['English']
952240,Dieselpunk Wars,8.0,"['English', 'French', 'Italian', 'German', 'Spanish-Spain', 'Russian', 'SimplifiedChinese', 'Polish']"
201480,Serious Sam: The Random Encounter,1.0,['English']
1066110,Room Planner - Design Home 3D,18.0,"['English', 'French', 'Italian', 'German', 'Arabic', 'Czech', 'Dutch', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese', 'Russian', 'SimplifiedChinese', 'Swedish', 'Thai', 'TraditionalChinese', 'Turkish']"
358190,Blake Stone: Aliens of Gold,1.0,['English']
841460,The Great C,1.0,['English']
