AppID,Name,Price,English,French,Italian,German,Spanish-Spain,Russian,Japanese,SimplifiedChinese,TraditionalChinese,Korean,Polish,Portuguese,Turkish,Czech,Portuguese-Brazil,Hungarian,Dutch,Ukrainian,Danish,Arabic,Spanish-LatinAmerica,Thai,Finnish,Norwegian,Romanian,Swedish,Greek,Vietnamese,Bulgarian,Slovakian,Portuguese-Portugal,Indonesian,Hindi,Catalan,None
1763830,My Truck Game,6.99,6.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038250,DIRT 5,59.99,59.99,59.99,59.99,59.99,59.99,,59.99,59.99,,59.99,,,,,59.99,,,,,,,,,,,,,,,,,,,,
611770,Void Source,4.99,4.99,,,,,4.99,,,,,,,,,,,,4.99,,,,,,,,,,,,,,,,,
499620,Ultimate Booster Experience,4.99,4.99,4.99,,4.99,4.99,4.99,4.99,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
302440,Roadside Assistance Simulator,11.99,11.99,11.99,11.99,,11.99,11.99,,,,,11.99,,11.99,,,,11.99,,,,,,,,,,,,,,,,,,
371520,Bounty Train,0.99,0.99,0.99,,0.99,0.99,0.99,0.99,0.99,0.99,,0.99,,,,,,,0.99,,,,,,,,,,,,,,,,,
13620,Tom Clancy's Ghost ReconÂ® Desert Siegeâ„¢,4.99,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915600,Them and Us,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,,39.99,,,39.99,,39.99,39.99,,,,,,,,,39.99,,,,,,,,,,
1092730,Hello Neighbor Alpha 3,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392610,Tricone Lab,9.99,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250520,UnderRail,14.99,14.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044020,Potata: fairy flower,8.99,8.99,,,,,8.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562590,Galactic Junk League,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,
33460,From Dust,14.99,14.99,14.99,14.99,14.99,14.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358960,Canabalt,2.99,2.99,2.99,2.99,2.99,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384740,CAT Interstellar,4.99,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304390,Covid Tale: Ignorance,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90200,Farming Simulator 2011,7.99,7.99,,,7.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336040,Combat Monsters,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375820,Human Resource Machine,14.99,14.99,14.99,14.99,14.99,14.99,14.99,14.99,14.99,14.99,14.99,14.99,,14.99,14.99,14.99,14.99,14.99,,14.99,,,,,14.99,,14.99,,,,,,,,,
1084480,Wanna Survive,11.99,11.99,,,11.99,11.99,11.99,11.99,11.99,11.99,,,,,,,,,,,,,,,,,,,,,,,,,,
279420,Gardens Inc. â€“ From Rakes to Riches,9.99,9.99,9.99,,9.99,,,,,,,,,,,,,9.99,,,,,,,,,,,,,,,,,,
904600,Small Sister,1.99,1.99,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,,,,,,,
1286340,Daily Wife,1.49,1.49,,,,,,,1.49,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,
1230140,ATRI -My Dear Moments-,20.99,20.99,,,,,,20.99,20.99,20.99,,,,,,,,,,,,,,,,,,,,,,,,,,
322970,Subject 13,9.99,9.99,9.99,9.99,9.99,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977880,Eastward,24.99,24.99,24.99,,24.99,24.99,,24.99,24.99,24.99,,,,,,,,,,,,,,,,,,,,,,,,,,
1788170,FILTHY US,1.99,,,,,,,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
340990,Disney Bolt,19.99,19.99,19.99,19.99,19.99,19.99,19.99,,,,,19.99,,,19.99,19.99,,19.99,,,,,,,,,,,,,,,,,,
961620,Flashback,9.99,9.99,9.99,9.99,9.99,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467660,Paranormal Activity: The Lost Soul,29.99,29.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451920,Thorne - Death Merchants,3.99,3.99,,,,,,,,,,,,,,3.99,,,,,,,,,,,,,,,,,,,,
1678430,PowerSlave Exhumed,19.99,19.99,19.99,,19.99,19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562270,Shot Shot Tactic,3.99,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500260,Ben and Ed - Blood Party,14.99,14.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397760,Urban War Defense,5.99,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426630,Bubsy Two-Fur,1.99,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786670,ä»™ç»£å‰‘ç¼˜å½•,19.99,,,,,,,,19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
247950,Sacred 3,14.99,14.99,14.99,14.99,14.99,14.99,14.99,14.99,,,,14.99,,,,,,,,,,,,,,,,,,,,,,,,
300570,Infinifactory,24.99,24.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856440,Cube - The Jumper,1.99,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393610,ROOT,9.99,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70650,Worms Blast,7.99,7.99,7.99,7.99,7.99,7.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854870,Perseverance: Part 1,0.0,0.0,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
435250,Deadhunt,4.99,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952540,Romancing SaGa 3â„¢,28.99,28.99,,,,,,28.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138410,Demons Never Lie,9.99,9.99,,,,9.99,9.99,,9.99,,,,,,,9.99,,,,,,,,,,,,,,,,,,,,
1572440,Bakery Shop Simulator,14.99,14.99,14.99,14.99,14.99,14.99,,,,,,14.99,14.99,14.99,,,,,,,,,,,,,,,,,,,,,,
1096060,Teenage Blob,7.99,7.99,7.99,7.99,7.99,7.99,7.99,7.99,7.99,,7.99,7.99,,,,7.99,,,,,,,,,,,,,,,,,,,,
561740,MidBoss,14.99,14.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335330,Brick-Force,0.0,0.0,0.0,,0.0,0.0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,
534370,Pure Farming 2018,19.99,19.99,19.99,19.99,19.99,19.99,19.99,,,,,19.99,,,19.99,,19.99,,,,,,,,,,,,,,,,,,,
588630,Draw Rider 2,2.99,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393350,Swaying Girl,0.99,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
7840,Death TrackÂ®: Resurrection,2.99,2.99,2.99,2.99,2.99,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977650,DwarfHeim,24.99,24.99,24.99,,24.99,24.99,24.99,,24.99,,24.99,24.99,,24.99,,24.99,,,,,,,,,,,,,,,,,,,,
1191900,Say No! More,6.74,6.74,6.74,6.74,6.74,6.74,6.74,6.74,6.74,,6.74,,,,,6.74,,,,,,,,,,,,,,,,,,,,
1161870,Epiphyllum in Love,3.99,3.99,,,,,,,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
441010,Mount Your Friends 3D: A Hard Man is Good to Climb,2.79,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726910,Star Wars: Droid Repair Bay,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362960,Tyranny,29.99,29.99,29.99,,29.99,29.99,29.99,,,,,29.99,,,,,,,,,,,,,,,,,,,,,,,,
1659590,Fallow,19.99,19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000080,Zengeon,19.99,19.99,,,,,,19.99,19.99,19.99,19.99,,,,,,,,,,,,,,,,,,,,,,,,,
1158470,Voxelgram,5.99,5.99,5.99,,5.99,,5.99,5.99,5.99,,5.99,5.99,,,,5.99,,,,,,5.99,,,,,,,,,,,,,,
899290,The night of fire stealing/ç›—ç«ä¹‹å¤œ,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
533300,Zup!,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,,0.99,0.99,0.99,0.99,0.99,0.99,,0.99,,,,,,
397210,Kanji Training Game,4.99,4.99,4.99,,,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907770,STONE,9.99,9.99,9.99,9.99,9.99,9.99,,9.99,,,,,,,,,,,,,,9.99,,,,,,,,,,,,,,
1447000,MotoGPâ„¢21,39.99,39.99,39.99,39.99,39.99,39.99,,39.99,39.99,39.99,,,,,,39.99,,,,,,,,,,,,,,,,,,,,
823500,BONEWORKS,29.99,29.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302470,Battle Mages,3.99,3.99,3.99,3.99,3.99,,3.99,,,3.99,,,,,,,3.99,,,,,,,,,,,,,3.99,,,,,,
632000,CrossCells,0.89,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581270,Old Man's Journey,7.99,7.99,7.99,7.99,7.99,7.99,7.99,7.99,7.99,7.99,7.99,7.99,7.99,7.99,7.99,7.99,7.99,7.99,7.99,7.99,7.99,,7.99,7.99,7.99,7.99,7.99,7.99,,7.99,,,,,,
1018830,Element TD 2 - Tower Defense,14.99,14.99,14.99,14.99,14.99,,14.99,14.99,14.99,14.99,14.99,,,14.99,14.99,14.99,,14.99,,,,14.99,,14.99,,14.99,14.99,,,,,,,,,
316240,Professional Lumberjack 2015,19.99,19.99,19.99,19.99,19.99,19.99,,,,,,19.99,,,19.99,,19.99,19.99,,,,,,,,,,,,,,,,,,
1371720,Card Shark,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,,,,,19.99,,,,,,,,,,,,,,,,,,,,
446000,Stellar Monarch,19.99,19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58520,Blood Bowl - Legendary Edition,9.99,9.99,9.99,9.99,9.99,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236390,War Thunder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,0.0,,,,,,,,,,
908100,ä¹å·žï¼šå•†æ—…ï¼ˆNine Provinces: Caravanï¼‰,8.99,,,,,,,,8.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
259660,Void Destroyer,3.99,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17440,SPOREâ„¢ Creepy & Cute Parts Pack,19.99,19.99,19.99,19.99,19.99,19.99,19.99,,,,,19.99,,,19.99,,19.99,19.99,,19.99,,,,19.99,19.99,,19.99,,,,,,,,,
471920,Pan-Pan,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,,,,,,,,,,,,,,,19.99,,,,,,,,,
558450,Fibrillation HD,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,,4.99,4.99,,4.99,,4.99,,,4.99,,,,,,,,,,,,,,,,,
336610,Outcast 1.1,5.99,5.99,5.99,5.99,5.99,5.99,,,,,,,5.99,,,,,5.99,,,,,,,,,,,,,,,,,,
248330,Dino Run DX,5.99,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980730,Underlight,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066400,Doctor Who: The Runaway,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268870,Satellite Reign,29.99,29.99,29.99,29.99,29.99,29.99,29.99,,,,,,,,29.99,,,,,,,,,,,,,,,,,,,,,
626610,TT Isle of Man Ride on the Edge,19.99,19.99,19.99,19.99,19.99,19.99,19.99,,19.99,19.99,19.99,19.99,,,,19.99,,,,,,,,,,,,,,,,,,,,
1230560,Cyber Attack,4.99,4.99,4.99,4.99,4.99,,4.99,,,,,4.99,,4.99,,,,4.99,,,,,,,,,,,,,,,,,,
615020,King of the World,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65800,Dungeon Defenders,14.99,14.99,14.99,14.99,14.99,14.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804730,Third Front: WWII,7.99,7.99,7.99,7.99,7.99,7.99,7.99,7.99,7.99,,,7.99,,7.99,7.99,7.99,,,7.99,7.99,,,,,,,7.99,,,,,,,,,
1193990,Trapped,3.99,3.99,,,,,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789950,INFERNIUM,24.99,24.99,24.99,24.99,24.99,24.99,24.99,24.99,24.99,,24.99,,24.99,,,,,,,,,,,,24.99,,24.99,,,,,,,,,
918820,Headliner: NoviNews,13.99,13.99,13.99,,,,,13.99,13.99,,13.99,,,,,,,,,,,,,,,,,,,,,,,,,
1360620,"20,000 Miles Under the Sea",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,0.0,,,,,,,,,
765810,Mars Horizon,19.99,19.99,19.99,,19.99,19.99,19.99,19.99,19.99,,,,,,,19.99,,,,,,,,,,,,,,,,,,,,
766040,Gloom: Digital Edition,6.99,6.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299340,Habitat,14.99,14.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002290,æŸ1ç§é’æ˜¥,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
695100,Smoke and Sacrifice,3.99,3.99,3.99,,3.99,3.99,3.99,3.99,3.99,,3.99,3.99,,,,3.99,,,,,,,,,,,,,,,,,,,,
1042780,Pine,24.99,24.99,24.99,24.99,24.99,24.99,24.99,24.99,24.99,,24.99,,,,,24.99,,24.99,,,,,,,,,,,,,,,,,,
637850,Confess My Love,0.0,0.0,0.0,,,0.0,0.0,,0.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,
1076200,Roguebook,24.99,24.99,24.99,24.99,24.99,24.99,24.99,24.99,24.99,24.99,24.99,24.99,,,,24.99,,,,,,,,,,,,,,,,,,,,
446610,Bunny Bounce,9.99,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681720,BoxMaker,5.99,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147890,Bonfire Peaks,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,,,,,19.99,,,,,,,,,,,,,,,,,,,,
1702830,BLACKJACK and WAIFUS Hentai Version,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,0.69,,,,,,
968820,Stormhill Mystery: Family Shadows,6.99,6.99,6.99,6.99,6.99,6.99,6.99,,,,,,,6.99,,,,6.99,,,,,,,,,,,,,,,,,,
98100,Trauma,2.99,2.99,,,2.99,,,,,,,2.99,,,,,,,,,,,,,,,,,,,,,,,,
774201,Heaven's Vault,24.99,24.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812550,The King's Bird,19.99,19.99,19.99,,19.99,19.99,19.99,,19.99,,,,,,,,,,,,,19.99,,,,,,,,,,,,,,
858810,Dawn of Man,24.99,24.99,24.99,,24.99,24.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557630,Hello Charlotte EP2: Requiem Aeternam Deo,0.0,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,
1161190,Natsu no Iro no Nostalgia,29.99,,,,,,,,29.99,29.99,,,,,,,,,,,,,,,,,,,,,,,,,,
496350,Supipara - Chapter 1 Spring Has Come!,14.99,14.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245540,Touhou Endless Dream,7.99,7.99,,,,,,7.99,7.99,7.99,7.99,,,,,7.99,,,,,,,,,,,,,,,,,,,,
335920,Ephemerid: A Musical Adventure,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,,1.99,1.99,1.99,1.99,1.99,1.99,,1.99,,,,,,
221020,Towns,14.99,14.99,,,,14.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034060,Samosbor,1.99,1.99,,,,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
